date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-06-23,15.81,5.36,2023-06-23 09:30:00,18.04,4.57,2023-06-23 15:45:00,18.13,4.54,2023-06-23 14:00:00,97
2023-06-24,31.63,2.18,2023-06-24 12:00:00,34.4,1.92,2023-06-24 11:00:00,37.57,1.67,2023-06-24 10:00:00,97
2023-06-25,27.1,2.71,2023-06-25 12:00:00,49.85,1.01,2023-06-25 11:30:00,67.97,0.47,2023-06-25 20:45:00,97
2023-06-26,14.85,5.77,2023-06-26 16:00:00,19.21,4.23,2023-06-26 16:00:00,21.31,3.72,2023-06-26 15:45:00,97
2023-06-27,15.23,5.6,2023-06-27 16:00:00,19.65,4.12,2023-06-27 15:15:00,20.72,3.85,2023-06-27 16:15:00,97
2023-06-28,16.99,4.92,2023-06-28 14:45:00,20.24,3.97,2023-06-28 16:00:00,20.18,3.98,2023-06-28 15:00:00,97
2023-06-29,12.5,7.05,2023-06-29 17:30:00,18.02,4.58,2023-06-29 16:30:00,18.2,4.52,2023-06-29 15:30:00,97
2023-06-30,15.6,5.44,2023-06-30 13:00:00,17.22,4.84,2023-06-30 12:00:00,20.47,3.91,2023-06-30 16:00:00,97
2023-07-01,17.45,4.76,2023-07-01 10:00:00,21.69,3.64,2023-07-01 10:00:00,22.15,3.54,2023-07-01 10:00:00,97
2023-07-02,27.43,2.66,2023-07-02 11:30:00,31.4,2.2,2023-07-02 11:15:00,42.69,1.35,2023-07-02 11:00:00,97
2023-07-03,14.47,5.95,2023-07-03 16:15:00,17.37,4.79,2023-07-03 16:15:00,20.32,3.95,2023-07-03 16:00:00,97
2023-07-04,16.19,5.21,2023-07-04 15:45:00,18.31,4.49,2023-07-04 15:30:00,21.43,3.69,2023-07-04 15:15:00,97
2023-07-05,18.16,4.54,2023-07-05 17:00:00,20.01,4.02,2023-07-05 16:30:00,20.01,4.02,2023-07-05 16:30:00,97
