date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-02-18,62.58,1.11,2023-02-18 17:00:00,65.97,0.96,2023-02-18 17:00:00,74.05,0.65,2023-02-18 16:15:00,13
2023-02-19,73.84,0.66,2023-02-19 16:30:00,84.14,0.35,2023-02-19 15:45:00,88.66,0.24,2023-02-19 16:30:00,13
2023-02-20,59.1,1.28,2023-02-20 13:00:00,68.67,0.84,2023-02-20 07:30:00,74.25,0.64,2023-02-20 07:30:00,13
2023-02-21,62.73,1.1,2023-02-21 07:00:00,69.48,0.81,2023-02-21 06:45:00,78.19,0.52,2023-02-21 09:45:00,13
2023-02-22,64.35,1.03,2023-02-22 14:45:00,66.86,0.92,2023-02-22 13:45:00,72.22,0.71,2023-02-22 13:30:00,13
2023-02-23,66.51,0.93,2023-02-23 07:15:00,72.15,0.71,2023-02-23 06:45:00,79.48,0.48,2023-02-23 05:45:00,13
2023-02-24,57.64,1.36,2023-02-24 09:45:00,72.61,0.7,2023-02-24 09:45:00,79.45,0.48,2023-02-24 09:45:00,13
2023-02-25,63.81,1.05,2023-02-25 14:15:00,77.2,0.55,2023-02-25 14:15:00,79.6,0.47,2023-02-25 13:00:00,13
2023-02-26,73.3,0.67,2023-02-26 17:45:00,80.36,0.45,2023-02-26 11:00:00,84.67,0.34,2023-02-26 01:30:00,13
2023-02-27,67.13,0.91,2023-02-27 18:15:00,77.35,0.54,2023-02-27 18:00:00,82.07,0.4,2023-02-27 17:00:00,13
2023-02-28,66.36,0.94,2023-02-28 11:15:00,82.18,0.4,2023-02-28 10:45:00,87.94,0.25,2023-02-28 09:45:00,13
2023-03-01,66.9,0.92,2023-03-01 13:00:00,72.99,0.69,2023-03-01 17:30:00,77.06,0.55,2023-03-01 16:30:00,13
2023-03-02,65.05,1.0,2023-03-02 15:15:00,77.12,0.55,2023-03-02 15:15:00,82.92,0.38,2023-03-02 10:30:00,13
2023-03-03,54.32,1.56,2023-03-03 13:15:00,63.93,1.04,2023-03-03 13:45:00,67.67,0.88,2023-03-03 12:45:00,13
2023-03-04,47.45,2.05,2023-03-04 17:15:00,51.5,1.74,2023-03-04 16:15:00,62.42,1.11,2023-03-04 16:15:00,13
2023-03-05,53.94,1.58,2023-03-05 16:00:00,73.65,0.66,2023-03-05 14:45:00,75.75,0.59,2023-03-05 15:30:00,13
2023-03-06,54.86,1.52,2023-03-06 19:00:00,64.27,1.03,2023-03-06 07:15:00,70.27,0.78,2023-03-06 17:00:00,13
2023-03-07,57.72,1.36,2023-03-07 17:45:00,67.44,0.89,2023-03-07 17:15:00,77.29,0.54,2023-03-07 16:15:00,13
2023-03-08,45.14,2.25,2023-03-08 07:45:00,52.7,1.66,2023-03-08 07:00:00,60.13,1.23,2023-03-08 06:45:00,13
2023-03-09,41.82,2.58,2023-03-09 08:15:00,47.57,2.04,2023-03-09 07:15:00,52.78,1.66,2023-03-09 06:15:00,13
2023-03-10,60.42,1.21,2023-03-10 07:15:00,65.28,0.99,2023-03-10 07:15:00,68.98,0.83,2023-03-10 06:30:00,13
2023-03-11,41.28,2.63,2023-03-11 16:30:00,61.15,1.18,2023-03-11 16:30:00,64.15,1.04,2023-03-11 14:30:00,13
2023-03-12,60.96,1.19,2023-03-12 12:30:00,68.29,0.86,2023-03-12 12:45:00,75.13,0.61,2023-03-12 11:45:00,13
2023-03-13,33.72,3.64,2023-03-13 08:00:00,42.09,2.55,2023-03-13 07:15:00,49.31,1.9,2023-03-13 06:45:00,13
2023-03-14,44.75,2.29,2023-03-14 08:30:00,55.29,1.5,2023-03-14 07:15:00,57.51,1.37,2023-03-14 06:45:00,13
2023-03-15,47.22,2.07,2023-03-15 17:15:00,58.26,1.33,2023-03-15 16:15:00,63.17,1.08,2023-03-15 06:30:00,13
2023-03-16,39.2,2.87,2023-03-16 08:30:00,47.11,2.08,2023-03-16 07:15:00,50.31,1.83,2023-03-16 06:45:00,13
2023-03-17,43.67,2.39,2023-03-17 18:00:00,54.32,1.56,2023-03-17 17:00:00,62.83,1.1,2023-03-17 17:00:00,13
2023-03-18,57.72,1.36,2023-03-18 12:45:00,68.94,0.83,2023-03-18 11:45:00,75.36,0.61,2023-03-18 12:45:00,13
2023-03-19,74.46,0.64,2023-03-19 13:15:00,87.5,0.26,2023-03-19 09:45:00,89.3,0.22,2023-03-19 09:30:00,13
2023-03-20,43.36,2.42,2023-03-20 08:30:00,56.25,1.44,2023-03-20 07:30:00,56.33,1.44,2023-03-20 06:30:00,13
2023-03-21,29.48,4.43,2023-03-21 08:15:00,37.11,3.14,2023-03-21 07:30:00,48.59,1.96,2023-03-21 06:45:00,13
2023-03-22,55.02,1.51,2023-03-22 06:45:00,59.3,1.27,2023-03-22 06:30:00,67.23,0.9,2023-03-22 05:45:00,13
2023-03-23,56.4,1.43,2023-03-23 06:45:00,62.23,1.12,2023-03-23 06:45:00,66.1,0.95,2023-03-23 06:30:00,13
2023-03-24,37.11,3.14,2023-03-24 08:00:00,55.4,1.49,2023-03-24 16:45:00,60.26,1.22,2023-03-24 15:45:00,13
2023-03-25,57.18,1.39,2023-03-25 17:30:00,65.08,0.99,2023-03-25 16:30:00,66.26,0.94,2023-03-25 15:30:00,13
2023-03-26,60.57,1.21,2023-03-26 09:30:00,67.71,0.88,2023-03-26 12:30:00,71.19,0.75,2023-03-26 11:45:00,13
2023-03-27,42.36,2.52,2023-03-27 08:00:00,48.88,1.94,2023-03-27 07:00:00,56.97,1.4,2023-03-27 06:15:00,13
2023-03-28,61.19,1.17,2023-03-28 13:45:00,69.1,0.83,2023-03-28 06:45:00,76.41,0.57,2023-03-28 06:30:00,13
2023-03-29,62.27,1.12,2023-03-29 07:00:00,68.13,0.87,2023-03-29 06:30:00,74.46,0.64,2023-03-29 06:15:00,13
2023-03-30,56.02,1.45,2023-03-30 07:30:00,60.49,1.21,2023-03-30 06:30:00,68.0,0.87,2023-03-30 06:15:00,13
2023-03-31,70.06,0.79,2023-03-31 13:45:00,73.38,0.67,2023-03-31 12:45:00,72.76,0.69,2023-03-31 11:45:00,13
2023-04-01,49.38,1.9,2023-04-01 18:15:00,65.55,0.97,2023-04-01 18:00:00,69.08,0.83,2023-04-01 17:00:00,13
2023-04-02,72.69,0.7,2023-04-02 11:45:00,76.47,0.57,2023-04-02 10:45:00,78.19,0.52,2023-04-02 10:45:00,13
2023-04-03,53.63,1.6,2023-04-03 17:00:00,62.89,1.09,2023-04-03 16:45:00,70.34,0.78,2023-04-03 16:30:00,13
2023-04-04,47.69,2.03,2023-04-04 08:30:00,52.04,1.71,2023-04-04 07:30:00,59.41,1.27,2023-04-04 06:30:00,13
2023-04-05,57.64,1.36,2023-04-05 16:45:00,68.21,0.86,2023-04-05 16:00:00,70.73,0.77,2023-04-05 16:15:00,13
2023-04-06,60.49,1.21,2023-04-06 17:45:00,68.94,0.83,2023-04-06 17:00:00,76.75,0.56,2023-04-06 17:15:00,13
2023-04-07,61.57,1.16,2023-04-07 07:00:00,73.19,0.68,2023-04-07 20:00:00,73.2,0.68,2023-04-07 18:15:00,13
2023-04-08,35.8,3.32,2023-04-08 14:15:00,47.42,2.05,2023-04-08 14:15:00,55.45,1.49,2023-04-08 13:45:00,13
2023-04-09,68.06,0.87,2023-04-09 17:15:00,73.15,0.68,2023-04-09 12:00:00,76.8,0.56,2023-04-09 17:15:00,13
2023-04-10,58.02,1.34,2023-04-10 17:15:00,61.3,1.17,2023-04-10 17:15:00,62.5,1.11,2023-04-10 16:15:00,13
2023-04-11,56.71,1.41,2023-04-11 07:45:00,72.34,0.71,2023-04-11 08:00:00,74.02,0.65,2023-04-11 08:00:00,13
2023-04-12,53.09,1.64,2023-04-12 06:00:00,57.91,1.35,2023-04-12 06:30:00,59.8,1.24,2023-04-12 06:00:00,13
2023-04-13,66.51,0.93,2023-04-13 08:30:00,69.68,0.81,2023-04-13 07:30:00,78.42,0.51,2023-04-13 07:00:00,13
2023-04-14,60.34,1.22,2023-04-14 17:00:00,69.56,0.81,2023-04-14 17:00:00,72.61,0.7,2023-04-14 17:00:00,13
2023-04-15,59.41,1.27,2023-04-15 17:30:00,69.71,0.8,2023-04-15 14:15:00,73.66,0.66,2023-04-15 15:00:00,13
2023-04-16,77.62,0.53,2023-04-16 18:30:00,85.84,0.31,2023-04-16 18:30:00,93.96,0.12,2023-04-16 18:30:00,13
2023-04-17,63.43,1.07,2023-04-17 08:30:00,82.52,0.39,2023-04-17 17:45:00,83.2,0.37,2023-04-17 16:15:00,13
2023-04-18,50.69,1.8,2023-04-18 08:00:00,53.2,1.63,2023-04-18 07:30:00,61.63,1.15,2023-04-18 07:00:00,13
2023-04-19,50.69,1.8,2023-04-19 16:45:00,69.87,0.8,2023-04-19 16:45:00,74.25,0.64,2023-04-19 14:45:00,13
2023-04-20,53.63,1.6,2023-04-20 16:45:00,62.27,1.12,2023-04-20 16:30:00,70.11,0.79,2023-04-20 15:30:00,13
2023-04-21,67.9,0.88,2023-04-21 16:00:00,77.12,0.55,2023-04-21 19:00:00,78.63,0.5,2023-04-21 17:45:00,13
2023-04-22,60.42,1.21,2023-04-22 16:00:00,77.08,0.55,2023-04-22 16:00:00,77.98,0.52,2023-04-22 16:15:00,13
2023-04-23,74.07,0.65,2023-04-23 18:00:00,81.13,0.43,2023-04-23 16:15:00,82.05,0.41,2023-04-23 15:15:00,13
2023-04-24,67.82,0.88,2023-04-24 01:45:00,80.94,0.44,2023-04-24 16:45:00,79.42,0.48,2023-04-24 15:45:00,13
2023-04-25,70.29,0.78,2023-04-25 11:45:00,77.89,0.53,2023-04-25 11:30:00,85.37,0.32,2023-04-25 10:00:00,13
2023-04-26,64.27,1.03,2023-04-26 18:30:00,72.53,0.7,2023-04-26 18:15:00,77.93,0.52,2023-04-26 17:15:00,13
2023-04-27,70.22,0.79,2023-04-27 09:45:00,83.49,0.37,2023-04-27 08:45:00,86.78,0.28,2023-04-27 07:45:00,13
2023-04-28,54.71,1.53,2023-04-28 16:30:00,73.03,0.68,2023-04-28 15:00:00,73.69,0.66,2023-04-28 14:45:00,13
2023-04-29,81.4,0.42,2023-04-29 21:15:00,86.81,0.28,2023-04-29 05:30:00,88.14,0.25,2023-04-29 12:30:00,13
2023-04-30,71.22,0.75,2023-04-30 17:45:00,83.1,0.38,2023-04-30 10:00:00,85.62,0.31,2023-04-30 16:00:00,13
2023-05-01,59.1,1.28,2023-05-01 13:15:00,71.33,0.74,2023-05-01 12:15:00,80.4,0.45,2023-05-01 12:15:00,13
2023-05-02,70.99,0.76,2023-05-02 14:30:00,83.1,0.38,2023-05-02 10:45:00,82.92,0.38,2023-05-02 09:45:00,13
2023-05-03,53.63,1.6,2023-05-03 17:00:00,70.37,0.78,2023-05-03 16:45:00,75.1,0.61,2023-05-03 15:30:00,13
2023-05-04,56.1,1.45,2023-05-04 19:15:00,70.64,0.77,2023-05-04 18:00:00,72.71,0.7,2023-05-04 17:45:00,13
2023-05-05,64.66,1.01,2023-05-05 07:30:00,74.54,0.63,2023-05-05 07:30:00,81.22,0.43,2023-05-05 18:15:00,13
2023-05-06,49.23,1.91,2023-05-06 15:00:00,63.04,1.09,2023-05-06 14:45:00,69.24,0.82,2023-05-06 14:45:00,13
2023-05-07,57.95,1.34,2023-05-07 16:15:00,73.23,0.68,2023-05-07 16:15:00,77.6,0.53,2023-05-07 16:00:00,13
2023-05-08,58.33,1.32,2023-05-08 09:45:00,73.15,0.68,2023-05-08 21:45:00,82.95,0.38,2023-05-08 17:15:00,13
2023-05-09,56.94,1.4,2023-05-09 12:30:00,64.04,1.04,2023-05-09 06:30:00,67.26,0.9,2023-05-09 07:00:00,13
2023-05-10,55.48,1.49,2023-05-10 08:30:00,59.72,1.25,2023-05-10 07:30:00,67.64,0.89,2023-05-10 07:00:00,13
2023-05-11,58.8,1.3,2023-05-11 16:45:00,62.92,1.09,2023-05-11 16:00:00,70.34,0.78,2023-05-11 16:00:00,13
2023-05-12,75.85,0.59,2023-05-12 06:45:00,83.72,0.36,2023-05-12 14:30:00,86.24,0.3,2023-05-12 13:15:00,13
2023-05-13,54.4,1.55,2023-05-13 14:00:00,74.5,0.63,2023-05-13 13:00:00,78.24,0.52,2023-05-13 12:30:00,13
2023-05-14,63.27,1.07,2023-05-14 15:30:00,78.59,0.5,2023-05-14 08:30:00,85.55,0.31,2023-05-14 16:00:00,13
2023-05-15,42.98,2.46,2023-05-15 07:45:00,60.61,1.2,2023-05-15 07:00:00,70.01,0.79,2023-05-15 06:15:00,13
2023-05-16,21.68,6.69,2023-05-16 08:00:00,30.44,4.23,2023-05-16 07:15:00,43.24,2.43,2023-05-16 06:30:00,13
2023-05-17,67.21,0.9,2023-05-17 08:15:00,71.3,0.75,2023-05-17 15:45:00,73.38,0.67,2023-05-17 14:45:00,13
2023-05-18,46.84,2.1,2023-05-18 15:30:00,62.46,1.11,2023-05-18 19:15:00,64.04,1.04,2023-05-18 18:00:00,13
2023-05-19,49.38,1.9,2023-05-19 18:00:00,67.82,0.88,2023-05-19 18:00:00,73.07,0.68,2023-05-19 17:45:00,13
2023-05-20,53.63,1.6,2023-05-20 15:45:00,70.79,0.76,2023-05-20 15:45:00,76.54,0.57,2023-05-20 15:00:00,13
2023-05-21,62.73,1.1,2023-05-21 19:00:00,71.6,0.73,2023-05-21 18:00:00,79.45,0.48,2023-05-21 17:30:00,13
2023-05-22,50.31,1.83,2023-05-22 08:15:00,62.19,1.13,2023-05-22 07:15:00,66.67,0.93,2023-05-22 06:15:00,13
2023-05-23,51.0,1.78,2023-05-23 07:00:00,56.64,1.42,2023-05-23 07:00:00,64.22,1.03,2023-05-23 06:15:00,13
2023-05-24,53.16,1.63,2023-05-24 17:15:00,67.36,0.9,2023-05-24 07:00:00,72.22,0.71,2023-05-24 07:00:00,13
2023-05-25,35.11,3.42,2023-05-25 07:30:00,40.12,2.76,2023-05-25 07:15:00,50.77,1.8,2023-05-25 06:45:00,13
2023-05-26,47.45,2.05,2023-05-26 18:45:00,55.98,1.46,2023-05-26 18:00:00,67.93,0.87,2023-05-26 17:30:00,13
2023-05-27,52.85,1.65,2023-05-27 14:30:00,70.25,0.78,2023-05-27 14:15:00,77.01,0.55,2023-05-27 13:15:00,13
2023-05-28,78.09,0.52,2023-05-28 17:00:00,86.0,0.3,2023-05-28 17:00:00,87.91,0.25,2023-05-28 16:45:00,13
2023-05-29,50.39,1.82,2023-05-29 17:15:00,65.7,0.97,2023-05-29 16:15:00,73.71,0.66,2023-05-29 15:30:00,13
2023-05-30,57.18,1.39,2023-05-30 08:30:00,65.74,0.97,2023-05-30 07:30:00,70.24,0.78,2023-05-30 07:30:00,13
2023-05-31,53.47,1.61,2023-05-31 07:45:00,74.15,0.65,2023-05-31 16:15:00,78.96,0.49,2023-05-31 16:15:00,13
2023-06-01,56.4,1.43,2023-06-01 07:15:00,63.23,1.08,2023-06-01 07:15:00,69.73,0.8,2023-06-01 06:30:00,13
2023-06-02,45.99,2.17,2023-06-02 18:15:00,62.81,1.1,2023-06-02 18:00:00,66.62,0.93,2023-06-02 16:15:00,13
2023-06-03,58.95,1.29,2023-06-03 10:45:00,69.98,0.79,2023-06-03 10:30:00,80.3,0.45,2023-06-03 15:45:00,13
2023-06-04,65.12,0.99,2023-06-04 22:00:00,77.39,0.54,2023-06-04 21:45:00,79.84,0.47,2023-06-04 16:30:00,13
2023-06-05,65.43,0.98,2023-06-05 06:30:00,70.1,0.79,2023-06-05 06:30:00,71.55,0.74,2023-06-05 06:30:00,13
2023-06-06,34.72,3.48,2023-06-06 08:30:00,51.0,1.78,2023-06-06 07:45:00,58.23,1.33,2023-06-06 07:00:00,13
2023-06-07,58.87,1.29,2023-06-07 07:00:00,67.59,0.89,2023-06-07 07:00:00,76.03,0.58,2023-06-07 07:00:00,13
2023-06-08,44.37,2.32,2023-06-08 07:15:00,55.36,1.49,2023-06-08 06:15:00,68.39,0.86,2023-06-08 05:15:00,13
2023-06-09,56.87,1.4,2023-06-09 07:45:00,73.03,0.68,2023-06-09 06:30:00,78.81,0.5,2023-06-09 09:15:00,13
2023-06-10,57.64,1.36,2023-06-10 19:00:00,65.08,0.99,2023-06-10 18:00:00,71.4,0.74,2023-06-10 17:00:00,13
2023-06-11,66.67,0.93,2023-06-11 07:30:00,84.03,0.35,2023-06-11 17:30:00,87.01,0.28,2023-06-11 07:45:00,13
2023-06-12,60.19,1.23,2023-06-12 08:00:00,69.33,0.82,2023-06-12 07:00:00,71.01,0.76,2023-06-12 06:00:00,13
2023-06-13,39.66,2.82,2023-06-13 07:00:00,51.81,1.72,2023-06-13 06:45:00,62.17,1.13,2023-06-13 06:00:00,13
2023-06-14,59.34,1.27,2023-06-14 09:00:00,62.11,1.13,2023-06-14 07:45:00,65.84,0.96,2023-06-14 07:00:00,13
2023-06-15,58.8,1.3,2023-06-15 08:00:00,66.63,0.93,2023-06-15 06:45:00,75.33,0.61,2023-06-15 06:45:00,13
2023-06-16,51.85,1.72,2023-06-16 18:00:00,65.12,0.99,2023-06-16 18:30:00,71.27,0.75,2023-06-16 16:45:00,13
2023-06-17,57.1,1.39,2023-06-17 13:30:00,67.17,0.91,2023-06-17 13:30:00,75.69,0.59,2023-06-17 16:45:00,13
2023-06-18,47.45,2.05,2023-06-18 10:30:00,58.91,1.29,2023-06-18 18:15:00,68.47,0.85,2023-06-18 17:00:00,13
2023-06-19,18.06,8.4,2023-06-19 09:15:00,45.29,2.24,2023-06-19 08:30:00,51.83,1.72,2023-06-19 07:15:00,13
2023-06-20,38.35,2.98,2023-06-20 07:30:00,44.71,2.29,2023-06-20 06:45:00,51.34,1.76,2023-06-20 06:45:00,13
2023-06-21,62.42,1.11,2023-06-21 07:00:00,63.93,1.04,2023-06-21 07:00:00,67.57,0.89,2023-06-21 06:00:00,13
2023-06-22,47.15,2.08,2023-06-22 07:00:00,48.23,1.99,2023-06-22 06:30:00,53.14,1.63,2023-06-22 07:00:00,13
2023-06-23,39.35,2.85,2023-06-23 16:45:00,54.55,1.54,2023-06-23 16:30:00,68.49,0.85,2023-06-23 16:00:00,13
2023-06-24,43.44,2.41,2023-06-24 17:30:00,56.94,1.4,2023-06-24 16:30:00,59.83,1.24,2023-06-24 17:00:00,13
2023-06-25,62.11,1.13,2023-06-25 16:00:00,73.46,0.67,2023-06-25 15:15:00,78.03,0.52,2023-06-25 15:30:00,13
2023-06-26,46.22,2.15,2023-06-26 08:15:00,60.8,1.19,2023-06-26 07:30:00,67.82,0.88,2023-06-26 06:30:00,13
2023-06-27,50.62,1.81,2023-06-27 07:45:00,60.07,1.23,2023-06-27 06:45:00,64.74,1.01,2023-06-27 06:15:00,13
2023-06-28,61.57,1.16,2023-06-28 10:15:00,71.14,0.75,2023-06-28 15:15:00,73.3,0.67,2023-06-28 14:15:00,13
2023-06-29,51.7,1.73,2023-06-29 08:00:00,61.73,1.15,2023-06-29 07:45:00,64.81,1.01,2023-06-29 06:45:00,13
2023-06-30,50.31,1.83,2023-06-30 17:00:00,62.35,1.12,2023-06-30 06:15:00,68.24,0.86,2023-06-30 15:30:00,13
2023-07-01,55.86,1.46,2023-07-01 04:00:00,72.3,0.71,2023-07-01 03:15:00,79.35,0.48,2023-07-01 11:30:00,13
2023-07-02,76.31,0.57,2023-07-02 17:00:00,79.01,0.49,2023-07-02 16:45:00,84.0,0.35,2023-07-02 17:00:00,13
2023-07-03,59.26,1.27,2023-07-03 14:30:00,67.94,0.87,2023-07-03 14:15:00,73.1,0.68,2023-07-03 14:15:00,13
2023-07-04,54.78,1.53,2023-07-04 17:00:00,65.63,0.97,2023-07-04 16:00:00,71.14,0.75,2023-07-04 15:45:00,13
2023-07-05,58.41,1.32,2023-07-05 16:15:00,67.79,0.88,2023-07-05 14:45:00,74.85,0.62,2023-07-05 14:45:00,13
2023-07-06,73.46,0.67,2023-07-06 07:45:00,78.4,0.51,2023-07-06 06:45:00,81.51,0.42,2023-07-06 05:45:00,13
2023-07-07,74.23,0.64,2023-07-07 14:15:00,81.02,0.43,2023-07-07 19:30:00,82.87,0.38,2023-07-07 12:15:00,13
2023-07-08,65.28,0.99,2023-07-08 14:30:00,70.25,0.78,2023-07-08 12:45:00,74.23,0.64,2023-07-08 12:30:00,13
2023-07-09,80.94,0.44,2023-07-09 20:00:00,85.49,0.31,2023-07-09 19:15:00,87.71,0.26,2023-07-09 19:15:00,13
2023-07-10,36.57,3.21,2023-07-10 11:30:00,48.53,1.96,2023-07-10 10:45:00,53.91,1.58,2023-07-10 11:15:00,13
2023-07-11,63.19,1.08,2023-07-11 07:15:00,67.25,0.9,2023-07-11 07:00:00,72.84,0.69,2023-07-11 06:45:00,13
