date_jour,cp1,Dp1,HEURE_POINTE_1H,cp2,Dp2,HEURE_POINTE_2H,cp3,Dp3,HEURE_POINTE_3H,LENGTH
2023-07-01,88.51,0.11,2023-07-01 04:00:00,92.51,0.07,2023-07-01 04:30:00,93.58,0.06,2023-07-01 03:30:00,115
2023-07-02,99.69,0.0,2023-07-02 06:45:00,106.07,-0.05,2023-07-02 15:30:00,107.4,-0.06,2023-07-02 16:00:00,115
2023-07-03,94.62,0.05,2023-07-03 10:45:00,95.58,0.04,2023-07-03 08:30:00,95.71,0.04,2023-07-03 08:30:00,115
2023-07-04,87.62,0.12,2023-07-04 08:30:00,91.39,0.08,2023-07-04 08:30:00,92.95,0.06,2023-07-04 08:30:00,115
2023-07-05,91.02,0.08,2023-07-05 07:30:00,93.09,0.06,2023-07-05 09:00:00,93.39,0.06,2023-07-05 07:45:00,115
2023-07-06,91.56,0.08,2023-07-06 08:45:00,92.47,0.07,2023-07-06 08:45:00,93.48,0.06,2023-07-06 08:00:00,115
2023-07-07,75.07,0.27,2023-07-07 10:15:00,84.02,0.16,2023-07-07 09:15:00,87.65,0.12,2023-07-07 08:45:00,115
2023-07-08,90.23,0.09,2023-07-08 01:45:00,96.74,0.03,2023-07-08 06:30:00,97.13,0.02,2023-07-08 05:30:00,115
2023-07-09,99.86,0.0,2023-07-09 05:15:00,103.41,-0.03,2023-07-09 04:15:00,105.28,-0.04,2023-07-09 14:45:00,115
2023-07-10,91.67,0.07,2023-07-10 06:15:00,94.32,0.05,2023-07-10 06:15:00,95.19,0.04,2023-07-10 06:15:00,115
2023-07-11,90.16,0.09,2023-07-11 15:30:00,94.2,0.05,2023-07-11 14:45:00,94.78,0.05,2023-07-11 08:30:00,115
2023-07-12,92.18,0.07,2023-07-12 08:45:00,94.41,0.05,2023-07-12 10:00:00,94.59,0.05,2023-07-12 09:00:00,115
2023-07-13,80.56,0.2,2023-07-13 08:30:00,87.89,0.11,2023-07-13 08:45:00,90.84,0.08,2023-07-13 07:45:00,115
2023-07-14,38.85,1.3,2023-07-14 09:45:00,55.23,0.67,2023-07-14 09:00:00,72.71,0.31,2023-07-14 09:00:00,115
2023-07-15,94.65,0.05,2023-07-15 03:30:00,99.71,0.0,2023-07-15 00:15:00,101.07,-0.01,2023-07-15 14:30:00,115
2023-07-16,97.74,0.02,2023-07-16 21:30:00,101.03,-0.01,2023-07-16 21:30:00,103.9,-0.03,2023-07-16 05:45:00,115
2023-07-17,93.72,0.06,2023-07-17 11:30:00,94.38,0.05,2023-07-17 11:30:00,95.07,0.04,2023-07-17 10:45:00,115
2023-07-18,81.52,0.19,2023-07-18 06:30:00,85.56,0.14,2023-07-18 06:00:00,89.19,0.1,2023-07-18 06:00:00,115
2023-07-19,93.07,0.06,2023-07-19 07:30:00,95.25,0.04,2023-07-19 07:15:00,96.97,0.03,2023-07-19 06:45:00,115
2023-07-20,92.94,0.06,2023-07-20 12:30:00,95.18,0.04,2023-07-20 12:00:00,95.8,0.04,2023-07-20 10:30:00,115
2023-07-21,93.69,0.06,2023-07-21 07:00:00,95.39,0.04,2023-07-21 06:00:00,96.31,0.03,2023-07-21 06:45:00,115
2023-07-22,96.84,0.03,2023-07-22 02:45:00,98.42,0.01,2023-07-22 02:45:00,99.05,0.01,2023-07-22 01:45:00,115
2023-07-23,93.9,0.05,2023-07-23 03:15:00,96.88,0.03,2023-07-23 02:30:00,102.61,-0.02,2023-07-23 02:45:00,115
2023-07-24,85.25,0.14,2023-07-24 21:00:00,90.71,0.08,2023-07-24 21:15:00,93.46,0.06,2023-07-24 19:45:00,115
2023-07-25,86.21,0.13,2023-07-25 06:15:00,88.96,0.1,2023-07-25 05:30:00,88.73,0.1,2023-07-25 04:30:00,115
2023-07-26,90.09,0.09,2023-07-26 22:00:00,94.86,0.04,2023-07-26 14:45:00,95.52,0.04,2023-07-26 13:45:00,115
2023-07-27,92.87,0.06,2023-07-27 16:15:00,93.52,0.06,2023-07-27 15:00:00,94.75,0.05,2023-07-27 14:45:00,115
2023-07-28,84.33,0.15,2023-07-28 15:00:00,87.96,0.11,2023-07-28 15:00:00,89.8,0.09,2023-07-28 14:15:00,115
2023-07-29,92.63,0.07,2023-07-29 03:30:00,96.71,0.03,2023-07-29 03:15:00,98.89,0.01,2023-07-29 03:15:00,115
2023-07-30,95.75,0.04,2023-07-30 03:30:00,100.07,-0.0,2023-07-30 04:45:00,103.05,-0.02,2023-07-30 03:00:00,115
2023-07-31,85.32,0.14,2023-07-31 21:45:00,87.48,0.12,2023-07-31 18:15:00,90.66,0.08,2023-07-31 21:00:00,115
2023-08-01,86.9,0.12,2023-08-01 01:00:00,96.43,0.03,2023-08-01 04:15:00,96.2,0.03,2023-08-01 01:00:00,115
2023-08-02,86.83,0.12,2023-08-02 07:15:00,88.36,0.11,2023-08-02 04:15:00,89.46,0.1,2023-08-02 04:00:00,115
2023-08-03,84.33,0.15,2023-08-03 03:30:00,92.61,0.07,2023-08-03 03:00:00,95.48,0.04,2023-08-03 16:00:00,115
2023-08-04,88.92,0.1,2023-08-04 12:45:00,93.54,0.06,2023-08-04 12:15:00,96.25,0.03,2023-08-04 12:15:00,115
2023-08-05,90.16,0.09,2023-08-05 04:30:00,96.84,0.03,2023-08-05 18:45:00,97.23,0.02,2023-08-05 02:15:00,115
2023-08-06,90.12,0.09,2023-08-06 00:00:00,99.5,0.0,2023-08-06 03:15:00,101.44,-0.01,2023-08-06 01:45:00,115
2023-08-07,87.35,0.12,2023-08-07 21:45:00,89.08,0.1,2023-08-07 21:30:00,93.76,0.05,2023-08-07 21:00:00,115
2023-08-08,93.69,0.06,2023-08-08 20:00:00,98.17,0.02,2023-08-08 20:15:00,99.95,0.0,2023-08-08 19:45:00,115
2023-08-09,93.66,0.06,2023-08-09 14:00:00,95.99,0.03,2023-08-09 13:00:00,96.82,0.03,2023-08-09 09:00:00,115
2023-08-10,94.86,0.04,2023-08-10 01:45:00,95.8,0.04,2023-08-10 09:15:00,97.05,0.03,2023-08-10 08:15:00,115
2023-08-11,90.57,0.09,2023-08-11 20:15:00,94.17,0.05,2023-08-11 19:45:00,95.03,0.04,2023-08-11 19:45:00,115
2023-08-12,72.6,0.31,2023-08-12 02:45:00,81.57,0.19,2023-08-12 02:30:00,84.47,0.15,2023-08-12 02:30:00,115
2023-08-13,95.06,0.04,2023-08-13 03:45:00,102.9,-0.02,2023-08-13 04:00:00,105.19,-0.04,2023-08-13 00:15:00,115
2023-08-14,93.52,0.06,2023-08-14 04:15:00,96.07,0.03,2023-08-14 04:15:00,98.38,0.01,2023-08-14 07:45:00,115
2023-08-15,94.86,0.04,2023-08-15 22:00:00,97.38,0.02,2023-08-15 21:00:00,99.19,0.01,2023-08-15 01:45:00,115
2023-08-16,92.7,0.06,2023-08-16 13:15:00,94.91,0.04,2023-08-16 13:15:00,96.14,0.03,2023-08-16 07:45:00,115
2023-08-17,93.42,0.06,2023-08-17 14:00:00,95.52,0.04,2023-08-17 12:45:00,97.12,0.02,2023-08-17 12:45:00,115
2023-08-18,90.36,0.09,2023-08-18 06:45:00,92.37,0.07,2023-08-18 06:00:00,93.69,0.06,2023-08-18 06:00:00,115
2023-08-19,90.29,0.09,2023-08-19 03:00:00,94.31,0.05,2023-08-19 02:15:00,95.9,0.04,2023-08-19 02:15:00,115
2023-08-20,91.36,0.08,2023-08-20 02:15:00,95.9,0.04,2023-08-20 02:30:00,99.27,0.01,2023-08-20 00:15:00,115
2023-08-21,93.18,0.06,2023-08-21 07:15:00,95.08,0.04,2023-08-21 07:15:00,97.36,0.02,2023-08-21 06:15:00,115
2023-08-22,91.98,0.07,2023-08-22 04:00:00,94.74,0.05,2023-08-22 03:00:00,96.32,0.03,2023-08-22 02:30:00,115
2023-08-23,95.4,0.04,2023-08-23 10:00:00,96.43,0.03,2023-08-23 10:00:00,96.79,0.03,2023-08-23 10:00:00,115
2023-08-24,92.08,0.07,2023-08-24 22:45:00,92.88,0.06,2023-08-24 22:00:00,95.12,0.04,2023-08-24 13:15:00,115
2023-08-25,85.53,0.14,2023-08-25 10:15:00,92.75,0.06,2023-08-25 10:30:00,94.8,0.05,2023-08-25 08:15:00,115
2023-08-26,93.76,0.05,2023-08-26 21:30:00,98.7,0.01,2023-08-26 05:00:00,100.16,-0.0,2023-08-26 04:30:00,115
2023-08-27,89.71,0.09,2023-08-27 01:45:00,96.84,0.03,2023-08-27 01:30:00,100.03,-0.0,2023-08-27 01:45:00,115
2023-08-28,94.0,0.05,2023-08-28 20:45:00,95.78,0.04,2023-08-28 12:00:00,97.12,0.02,2023-08-28 12:00:00,115
2023-08-29,92.39,0.07,2023-08-29 05:15:00,96.19,0.03,2023-08-29 04:15:00,97.46,0.02,2023-08-29 03:15:00,115
2023-08-30,96.26,0.03,2023-08-30 08:00:00,97.34,0.02,2023-08-30 07:30:00,99.11,0.01,2023-08-30 08:00:00,115
2023-08-31,91.15,0.08,2023-08-31 13:45:00,92.08,0.07,2023-08-31 14:00:00,92.81,0.06,2023-08-31 13:45:00,115
2023-09-01,92.46,0.07,2023-09-01 15:15:00,95.34,0.04,2023-09-01 08:30:00,95.67,0.04,2023-09-01 07:30:00,115
2023-09-02,98.29,0.01,2023-09-02 05:00:00,99.07,0.01,2023-09-02 04:45:00,99.45,0.0,2023-09-02 04:45:00,115
2023-09-03,95.75,0.04,2023-09-03 03:00:00,102.47,-0.02,2023-09-03 20:30:00,103.97,-0.03,2023-09-03 20:45:00,115
2023-09-04,93.79,0.05,2023-09-04 05:45:00,94.58,0.05,2023-09-04 05:45:00,96.6,0.03,2023-09-04 10:00:00,115
2023-09-05,73.32,0.3,2023-09-05 08:45:00,82.58,0.17,2023-09-05 08:15:00,87.64,0.12,2023-09-05 08:00:00,115
2023-09-06,89.85,0.09,2023-09-06 08:15:00,94.27,0.05,2023-09-06 08:15:00,95.15,0.04,2023-09-06 06:45:00,115
2023-09-07,89.92,0.09,2023-09-07 08:30:00,92.61,0.07,2023-09-07 07:45:00,93.22,0.06,2023-09-07 08:30:00,115
2023-09-08,67.46,0.4,2023-09-08 08:30:00,79.25,0.22,2023-09-08 08:00:00,84.81,0.15,2023-09-08 08:15:00,115
2023-09-09,96.81,0.03,2023-09-09 03:30:00,98.8,0.01,2023-09-09 08:15:00,101.11,-0.01,2023-09-09 08:15:00,115
2023-09-10,97.19,0.02,2023-09-10 06:45:00,102.09,-0.02,2023-09-10 06:15:00,102.06,-0.02,2023-09-10 00:00:00,115
2023-09-11,61.45,0.52,2023-09-11 08:30:00,77.86,0.23,2023-09-11 07:45:00,83.41,0.16,2023-09-11 08:00:00,115
2023-09-12,85.87,0.14,2023-09-12 12:00:00,86.63,0.13,2023-09-12 12:15:00,88.11,0.11,2023-09-12 12:15:00,115
2023-09-13,90.67,0.08,2023-09-13 07:15:00,93.02,0.06,2023-09-13 06:30:00,94.08,0.05,2023-09-13 05:45:00,115
2023-09-14,91.74,0.07,2023-09-14 03:00:00,95.32,0.04,2023-09-14 09:15:00,96.33,0.03,2023-09-14 08:15:00,115
2023-09-15,94.79,0.05,2023-09-15 16:00:00,96.07,0.03,2023-09-15 06:00:00,96.78,0.03,2023-09-15 06:00:00,115
2023-09-16,91.05,0.08,2023-09-16 00:00:00,95.54,0.04,2023-09-16 05:15:00,97.36,0.02,2023-09-16 05:00:00,115
2023-09-17,92.7,0.06,2023-09-17 22:00:00,96.95,0.03,2023-09-17 21:45:00,102.26,-0.02,2023-09-17 20:45:00,115
2023-09-18,91.67,0.07,2023-09-18 03:30:00,93.5,0.06,2023-09-18 06:15:00,94.8,0.05,2023-09-18 05:30:00,115
2023-09-19,84.02,0.16,2023-09-19 03:15:00,92.73,0.06,2023-09-19 03:15:00,94.09,0.05,2023-09-19 03:15:00,115
2023-09-20,92.97,0.06,2023-09-20 08:30:00,97.38,0.02,2023-09-20 07:30:00,97.22,0.02,2023-09-20 06:30:00,115
2023-09-21,83.98,0.16,2023-09-21 04:15:00,87.26,0.12,2023-09-21 09:00:00,87.75,0.11,2023-09-21 09:15:00,115
2023-09-22,87.28,0.12,2023-09-22 10:45:00,88.91,0.1,2023-09-22 08:30:00,88.73,0.1,2023-09-22 08:45:00,115
2023-09-23,94.55,0.05,2023-09-23 04:45:00,99.79,0.0,2023-09-23 01:30:00,101.42,-0.01,2023-09-23 01:15:00,115
2023-09-24,85.87,0.14,2023-09-24 04:00:00,92.94,0.06,2023-09-24 03:45:00,98.32,0.01,2023-09-24 03:15:00,115
2023-09-25,94.51,0.05,2023-09-25 08:45:00,96.42,0.03,2023-09-25 08:00:00,96.59,0.03,2023-09-25 07:15:00,115
2023-09-26,90.02,0.09,2023-09-26 07:45:00,90.98,0.08,2023-09-26 07:15:00,92.9,0.06,2023-09-26 06:45:00,115
2023-09-27,91.87,0.07,2023-09-27 06:45:00,93.48,0.06,2023-09-27 06:45:00,94.22,0.05,2023-09-27 07:00:00,115
2023-09-28,91.94,0.07,2023-09-28 07:15:00,93.86,0.05,2023-09-28 06:30:00,95.05,0.04,2023-09-28 06:30:00,115
2023-09-29,81.28,0.19,2023-09-29 18:00:00,90.21,0.09,2023-09-29 17:00:00,94.02,0.05,2023-09-29 17:00:00,115
2023-09-30,92.7,0.06,2023-09-30 07:30:00,96.19,0.03,2023-09-30 06:15:00,98.19,0.02,2023-09-30 06:15:00,115
2023-10-01,93.86,0.05,2023-10-01 20:15:00,96.9,0.03,2023-10-01 19:15:00,98.63,0.01,2023-10-01 18:15:00,115
2023-10-02,23.42,2.69,2023-10-02 14:15:00,45.06,1.0,2023-10-02 13:45:00,63.04,0.48,2023-10-02 12:45:00,115
2023-10-03,88.34,0.11,2023-10-03 09:00:00,91.8,0.07,2023-10-03 09:00:00,92.43,0.07,2023-10-03 09:00:00,115
2023-10-04,92.76,0.06,2023-10-04 09:45:00,93.04,0.06,2023-10-04 08:45:00,94.75,0.05,2023-10-04 07:45:00,115
2023-10-05,91.84,0.07,2023-10-05 06:45:00,94.72,0.05,2023-10-05 06:15:00,95.31,0.04,2023-10-05 06:30:00,115
2023-10-06,94.79,0.05,2023-10-06 13:30:00,96.78,0.03,2023-10-06 15:45:00,96.9,0.03,2023-10-06 13:30:00,115
2023-10-07,86.97,0.12,2023-10-07 06:45:00,92.54,0.07,2023-10-07 05:45:00,93.82,0.05,2023-10-07 04:45:00,115
2023-10-08,96.36,0.03,2023-10-08 08:45:00,99.14,0.01,2023-10-08 02:00:00,101.49,-0.01,2023-10-08 01:00:00,115
2023-10-09,81.65,0.18,2023-10-09 08:45:00,84.96,0.15,2023-10-09 08:00:00,89.05,0.1,2023-10-09 07:15:00,115
2023-10-10,92.39,0.07,2023-10-10 07:00:00,94.0,0.05,2023-10-10 06:00:00,95.1,0.04,2023-10-10 07:15:00,115
2023-10-11,91.29,0.08,2023-10-11 08:30:00,94.34,0.05,2023-10-11 08:00:00,94.91,0.04,2023-10-11 06:30:00,115
2023-10-12,86.11,0.13,2023-10-12 08:30:00,89.25,0.1,2023-10-12 08:45:00,90.87,0.08,2023-10-12 08:15:00,115
2023-10-13,92.49,0.07,2023-10-13 00:00:00,96.76,0.03,2023-10-13 06:15:00,97.84,0.02,2023-10-13 05:00:00,115
2023-10-14,87.45,0.12,2023-10-14 05:00:00,96.28,0.03,2023-10-14 04:00:00,96.17,0.03,2023-10-14 03:00:00,115
2023-10-15,96.26,0.03,2023-10-15 22:45:00,100.62,-0.01,2023-10-15 07:15:00,101.67,-0.01,2023-10-15 07:15:00,115
2023-10-16,58.98,0.57,2023-10-16 13:45:00,79.25,0.22,2023-10-16 13:45:00,85.4,0.14,2023-10-16 13:45:00,115
2023-10-17,89.81,0.09,2023-10-17 01:45:00,91.82,0.07,2023-10-17 08:15:00,92.35,0.07,2023-10-17 08:00:00,115
2023-10-18,87.69,0.12,2023-10-18 16:30:00,89.85,0.09,2023-10-18 15:15:00,91.36,0.08,2023-10-18 14:45:00,115
2023-10-19,83.88,0.16,2023-10-19 23:00:00,88.15,0.11,2023-10-19 21:45:00,91.91,0.07,2023-10-19 21:00:00,115
2023-10-20,84.53,0.15,2023-10-20 04:30:00,88.03,0.11,2023-10-20 06:15:00,89.32,0.1,2023-10-20 04:30:00,115
2023-10-21,84.47,0.15,2023-10-21 07:00:00,89.49,0.1,2023-10-21 05:45:00,91.66,0.07,2023-10-21 05:00:00,115
2023-10-22,91.5,0.08,2023-10-22 01:15:00,93.04,0.06,2023-10-22 01:30:00,95.36,0.04,2023-10-22 01:15:00,115
2023-10-23,85.46,0.14,2023-10-23 14:00:00,86.39,0.13,2023-10-23 13:15:00,87.91,0.11,2023-10-23 12:45:00,115
2023-10-24,82.65,0.17,2023-10-24 06:45:00,85.61,0.14,2023-10-24 06:30:00,86.91,0.12,2023-10-24 06:00:00,115
2023-10-25,83.68,0.16,2023-10-25 08:30:00,85.22,0.14,2023-10-25 07:30:00,85.57,0.14,2023-10-25 06:30:00,115
2023-10-26,87.72,0.12,2023-10-26 22:45:00,88.82,0.1,2023-10-26 07:15:00,89.55,0.1,2023-10-26 20:15:00,115
2023-10-27,75.0,0.27,2023-10-27 09:45:00,82.94,0.17,2023-10-27 08:30:00,85.76,0.14,2023-10-27 08:15:00,115
2023-10-28,85.94,0.13,2023-10-28 19:15:00,89.13,0.1,2023-10-28 18:30:00,90.17,0.09,2023-10-28 17:45:00,115
2023-10-29,90.12,0.09,2023-10-29 21:45:00,96.54,0.03,2023-10-29 21:30:00,97.5,0.02,2023-10-29 00:15:00,115
2023-10-30,84.43,0.15,2023-10-30 12:15:00,87.29,0.12,2023-10-30 11:15:00,88.16,0.11,2023-10-30 10:30:00,115
2023-10-31,90.05,0.09,2023-10-31 20:45:00,94.89,0.04,2023-10-31 06:15:00,96.32,0.03,2023-10-31 05:00:00,115
2023-11-01,98.77,0.01,2023-11-01 16:00:00,100.94,-0.01,2023-11-01 15:15:00,102.63,-0.02,2023-11-01 15:00:00,115
2023-11-02,85.63,0.14,2023-11-02 00:45:00,87.95,0.11,2023-11-02 00:45:00,89.75,0.09,2023-11-02 00:45:00,115
2023-11-03,94.55,0.05,2023-11-03 18:00:00,97.79,0.02,2023-11-03 10:45:00,98.4,0.01,2023-11-03 10:45:00,115
2023-11-04,93.14,0.06,2023-11-04 11:30:00,95.15,0.04,2023-11-04 10:45:00,95.75,0.04,2023-11-04 09:15:00,115
2023-11-05,94.58,0.05,2023-11-05 03:45:00,95.22,0.04,2023-11-05 02:45:00,98.49,0.01,2023-11-05 02:15:00,115
2023-11-06,92.18,0.07,2023-11-06 01:45:00,96.76,0.03,2023-11-06 08:30:00,98.08,0.02,2023-11-06 06:30:00,115
2023-11-07,94.34,0.05,2023-11-07 08:00:00,95.28,0.04,2023-11-07 08:00:00,96.22,0.03,2023-11-07 06:30:00,115
2023-11-08,85.39,0.14,2023-11-08 17:30:00,89.25,0.1,2023-11-08 16:45:00,91.59,0.08,2023-11-08 17:15:00,115
2023-11-09,87.48,0.12,2023-11-09 13:45:00,91.27,0.08,2023-11-09 13:30:00,91.05,0.08,2023-11-09 13:45:00,115
2023-11-10,89.03,0.1,2023-11-10 16:15:00,91.24,0.08,2023-11-10 15:45:00,93.11,0.06,2023-11-10 15:45:00,115
2023-11-11,94.51,0.05,2023-11-11 05:30:00,98.7,0.01,2023-11-11 05:15:00,101.43,-0.01,2023-11-11 05:15:00,115
2023-11-12,84.6,0.15,2023-11-12 17:45:00,89.06,0.1,2023-11-12 18:00:00,91.27,0.08,2023-11-12 17:15:00,115
2023-11-13,17.7,3.83,2023-11-13 09:30:00,42.52,1.11,2023-11-13 08:45:00,59.22,0.57,2023-11-13 07:45:00,115
2023-11-14,60.73,0.53,2023-11-14 08:30:00,76.94,0.25,2023-11-14 08:15:00,83.66,0.16,2023-11-14 06:45:00,115
2023-11-15,80.35,0.2,2023-11-15 08:00:00,86.95,0.12,2023-11-15 08:00:00,88.88,0.1,2023-11-15 07:30:00,115
2023-11-16,51.13,0.79,2023-11-16 08:30:00,66.77,0.41,2023-11-16 08:15:00,73.16,0.3,2023-11-16 08:00:00,115
2023-11-17,94.1,0.05,2023-11-17 06:15:00,94.65,0.05,2023-11-17 17:30:00,96.14,0.03,2023-11-17 16:45:00,115
2023-11-18,87.62,0.12,2023-11-18 16:30:00,88.97,0.1,2023-11-18 15:45:00,90.16,0.09,2023-11-18 14:45:00,115
2023-11-19,99.25,0.01,2023-11-19 17:15:00,103.7,-0.03,2023-11-19 17:00:00,105.75,-0.04,2023-11-19 15:45:00,115
2023-11-20,85.63,0.14,2023-11-20 08:15:00,89.78,0.09,2023-11-20 07:15:00,92.46,0.07,2023-11-20 07:00:00,115
2023-11-21,67.32,0.4,2023-11-21 08:45:00,79.58,0.21,2023-11-21 08:00:00,84.6,0.15,2023-11-21 07:00:00,115
2023-11-22,93.66,0.06,2023-11-22 05:30:00,93.67,0.06,2023-11-22 05:30:00,96.43,0.03,2023-11-22 05:30:00,115
2023-11-23,93.69,0.06,2023-11-23 06:45:00,96.52,0.03,2023-11-23 05:45:00,98.78,0.01,2023-11-23 05:45:00,115
2023-11-24,92.15,0.07,2023-11-24 17:30:00,96.48,0.03,2023-11-24 12:30:00,98.93,0.01,2023-11-24 12:00:00,115
2023-11-25,91.8,0.07,2023-11-25 03:15:00,95.68,0.04,2023-11-25 02:45:00,99.14,0.01,2023-11-25 02:00:00,115
2023-11-26,99.49,0.0,2023-11-26 03:30:00,101.34,-0.01,2023-11-26 03:15:00,102.19,-0.02,2023-11-26 02:00:00,115
2023-11-27,65.74,0.43,2023-11-27 08:30:00,78.29,0.23,2023-11-27 07:30:00,82.08,0.18,2023-11-27 06:30:00,115
2023-11-28,80.38,0.2,2023-11-28 08:15:00,87.23,0.12,2023-11-28 07:15:00,88.83,0.1,2023-11-28 06:15:00,115
2023-11-29,89.57,0.1,2023-11-29 07:00:00,91.39,0.08,2023-11-29 07:15:00,92.59,0.07,2023-11-29 07:00:00,115
2023-11-30,75.69,0.26,2023-11-30 21:45:00,85.94,0.13,2023-11-30 20:30:00,90.63,0.09,2023-11-30 20:30:00,115
2023-12-01,88.82,0.1,2023-12-01 17:30:00,95.59,0.04,2023-12-01 17:30:00,96.89,0.03,2023-12-01 07:15:00,115
2023-12-02,87.59,0.12,2023-12-02 05:00:00,94.12,0.05,2023-12-02 04:15:00,98.45,0.01,2023-12-02 03:15:00,115
2023-12-03,101.06,-0.01,2023-12-03 17:30:00,103.84,-0.03,2023-12-03 03:15:00,104.74,-0.04,2023-12-03 02:15:00,115
2023-12-04,84.12,0.16,2023-12-04 17:45:00,87.29,0.12,2023-12-04 17:45:00,88.52,0.11,2023-12-04 16:45:00,115
2023-12-05,86.18,0.13,2023-12-05 10:45:00,92.01,0.07,2023-12-05 10:45:00,93.67,0.06,2023-12-05 09:00:00,115
2023-12-06,94.17,0.05,2023-12-06 08:30:00,94.92,0.04,2023-12-06 07:15:00,96.78,0.03,2023-12-06 07:15:00,115
2023-12-07,86.97,0.12,2023-12-07 21:15:00,88.72,0.1,2023-12-07 20:45:00,89.96,0.09,2023-12-07 20:45:00,115
2023-12-08,82.51,0.17,2023-12-08 04:00:00,90.59,0.09,2023-12-08 03:00:00,94.89,0.04,2023-12-08 04:15:00,115
2023-12-09,87.93,0.11,2023-12-09 15:45:00,92.25,0.07,2023-12-09 15:45:00,92.78,0.06,2023-12-09 15:45:00,115
2023-12-10,93.11,0.06,2023-12-10 22:00:00,99.55,0.0,2023-12-10 17:30:00,101.41,-0.01,2023-12-10 17:15:00,115
2023-12-11,93.04,0.06,2023-12-11 01:45:00,96.42,0.03,2023-12-11 06:15:00,97.46,0.02,2023-12-11 07:00:00,115
2023-12-12,90.6,0.09,2023-12-12 06:00:00,93.81,0.05,2023-12-12 04:45:00,94.6,0.05,2023-12-12 04:45:00,115
2023-12-13,93.38,0.06,2023-12-13 06:00:00,93.64,0.06,2023-12-13 06:00:00,94.54,0.05,2023-12-13 06:00:00,115
2023-12-14,92.22,0.07,2023-12-14 17:15:00,95.23,0.04,2023-12-14 08:00:00,95.38,0.04,2023-12-14 07:30:00,115
2023-12-15,81.89,0.18,2023-12-15 06:45:00,87.19,0.12,2023-12-15 06:15:00,91.19,0.08,2023-12-15 06:15:00,115
2023-12-16,97.5,0.02,2023-12-16 00:30:00,101.97,-0.02,2023-12-16 03:30:00,102.1,-0.02,2023-12-16 02:30:00,115
2023-12-17,101.78,-0.01,2023-12-17 03:45:00,104.56,-0.04,2023-12-17 05:45:00,106.77,-0.05,2023-12-17 20:00:00,115
2023-12-18,89.61,0.1,2023-12-18 02:30:00,96.42,0.03,2023-12-18 01:45:00,98.48,0.01,2023-12-18 01:15:00,115
2023-12-19,88.82,0.1,2023-12-19 17:45:00,93.45,0.06,2023-12-19 17:45:00,93.53,0.06,2023-12-19 17:45:00,115
2023-12-20,90.26,0.09,2023-12-20 02:00:00,96.55,0.03,2023-12-20 01:30:00,97.14,0.02,2023-12-20 00:00:00,115
2023-12-21,92.8,0.06,2023-12-21 06:15:00,93.96,0.05,2023-12-21 06:15:00,94.4,0.05,2023-12-21 06:15:00,115
2023-12-22,95.51,0.04,2023-12-22 07:30:00,95.68,0.04,2023-12-22 06:30:00,98.34,0.01,2023-12-22 05:45:00,115
2023-12-23,96.88,0.03,2023-12-23 01:30:00,97.1,0.02,2023-12-23 01:45:00,100.66,-0.01,2023-12-23 00:45:00,115
2023-12-24,97.63,0.02,2023-12-24 01:45:00,100.26,-0.0,2023-12-24 00:45:00,101.61,-0.01,2023-12-24 01:45:00,115
2023-12-25,100.69,-0.01,2023-12-25 03:15:00,107.84,-0.06,2023-12-25 02:45:00,108.95,-0.07,2023-12-25 16:30:00,115
2023-12-26,92.97,0.06,2023-12-26 19:15:00,94.1,0.05,2023-12-26 18:15:00,96.33,0.03,2023-12-26 17:30:00,115
2023-12-27,94.79,0.05,2023-12-27 02:00:00,97.41,0.02,2023-12-27 02:15:00,99.77,0.0,2023-12-27 01:30:00,115
2023-12-28,91.5,0.08,2023-12-28 06:30:00,96.24,0.03,2023-12-28 05:45:00,98.38,0.01,2023-12-28 01:45:00,115
2023-12-29,75.1,0.27,2023-12-29 18:30:00,81.36,0.19,2023-12-29 17:45:00,88.09,0.11,2023-12-29 17:00:00,115
2023-12-30,97.87,0.02,2023-12-30 02:45:00,102.25,-0.02,2023-12-30 02:00:00,102.62,-0.02,2023-12-30 00:45:00,115
2023-12-31,97.81,0.02,2023-12-31 06:15:00,101.06,-0.01,2023-12-31 05:15:00,100.71,-0.01,2023-12-31 04:15:00,115
